age,attrition,department,education,gender,job_role,job_satisfaction,isMarried,monthly_income,NumCompaniesWorked,OverTime,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,No,Research & Development,4,Female,Laboratory Technician,3,Married,3149,8,No,80,9,5,2,1,4
50,No,Research & Development,3,Male,Research Director,3,Married,17639,5,No,80,30,4,3,0,3
29,Yes,Research & Development,2,Female,Laboratory Technician,1,Married,2319,1,Yes,80,1,1,0,0,0
33,No,Research & Development,3,Male,Research Director,3,Married,11691,0,No,80,14,13,9,3,7
33,Yes,Sales,3,Female,Sales Executive,1,Single,5324,5,No,80,6,3,2,0,2
47,No,Research & Development,2,Female,Manager,4,Married,16752,1,Yes,80,26,26,14,3,0
36,No,Research & Development,3,Female,Manufacturing Director,2,Married,5228,0,No,80,10,9,7,0,5
29,No,Research & Development,2,Male,Research Scientist,3,Married,2700,1,No,80,10,10,7,0,7
58,Yes,Research & Development,4,Male,Research Director,2,Single,19246,7,Yes,80,40,31,15,13,8
35,No,Research & Development,4,Female,Research Scientist,3,Single,2506,3,No,80,7,2,2,2,2
42,No,Research & Development,2,Female,Manufacturing Director,4,Married,6062,9,Yes,80,8,4,3,0,2
28,Yes,Research & Development,4,Male,Research Scientist,3,Single,4382,6,No,80,5,2,2,2,1
36,No,Human Resources,3,Male,Human Resources,2,Married,2143,4,No,80,8,5,2,0,4
32,No,Research & Development,3,Female,Manufacturing Director,3,Married,6162,1,No,80,14,14,13,6,8
40,No,Research & Development,4,Male,Laboratory Technician,3,Single,5094,6,No,80,10,1,0,0,0
30,No,Research & Development,3,Female,Manufacturing Director,4,Single,6877,5,Yes,80,12,0,0,0,0
45,No,Research & Development,3,Female,Research Scientist,3,Single,2274,1,No,80,1,1,0,0,0
42,No,Research & Development,3,Male,Manufacturing Director,2,Married,4434,1,No,80,10,9,8,7,8
38,No,Research & Development,3,Male,Healthcare Representative,1,Divorced,6288,2,No,80,13,4,3,1,2
34,No,Research & Development,4,Female,Research Scientist,4,Single,2553,1,No,80,6,5,2,1,3
49,Yes,Sales,3,Female,Sales Executive,4,Married,7654,1,No,80,9,9,8,7,7
55,Yes,Sales,1,Male,Sales Executive,4,Single,5160,4,No,80,12,9,7,7,3
43,No,Research & Development,2,Male,Research Director,1,Married,17159,6,No,80,22,4,1,1,0
27,No,Research & Development,1,Male,Research Director,4,Divorced,12808,1,Yes,80,9,9,8,0,8
35,No,Research & Development,3,Male,Manufacturing Director,3,Single,10221,3,No,80,17,8,5,1,6
28,No,Sales,4,Female,Sales Executive,2,Married,4779,1,Yes,80,8,8,7,7,5
34,No,Human Resources,2,Male,Human Resources,4,Married,3737,0,No,80,4,3,2,0,2
26,Yes,Research & Development,2,Female,Research Scientist,3,Married,2366,1,Yes,80,8,8,7,1,7
27,No,Research & Development,3,Male,Research Scientist,4,Married,1706,1,No,80,0,0,0,0,0
51,No,Sales,4,Female,Manager,3,Married,16307,2,No,80,29,20,6,4,17
44,No,Research & Development,3,Male,Healthcare Representative,2,Single,5933,9,No,80,10,5,2,2,3
25,No,Research & Development,1,Male,Research Scientist,1,Single,3424,7,No,80,6,4,3,0,1
33,No,Sales,3,Male,Sales Executive,1,Divorced,4037,1,No,80,9,9,8,0,8
35,No,Research & Development,1,Female,Research Scientist,1,Single,2559,1,No,80,6,6,5,1,1
36,No,Sales,2,Male,Sales Executive,4,Married,6201,1,Yes,80,18,18,14,4,11
32,No,Sales,4,Male,Sales Executive,4,Divorced,4403,2,No,80,8,5,2,0,3
30,No,Research & Development,4,Male,Research Scientist,4,Divorced,3761,9,No,80,10,5,4,0,3
53,No,Sales,2,Female,Sales Executive,4,Married,10934,7,Yes,80,35,5,2,0,4
45,No,Sales,3,Male,Sales Executive,1,Divorced,10761,4,Yes,80,18,5,4,0,2
32,No,Research & Development,2,Female,Research Scientist,3,Married,5175,5,No,80,9,5,3,1,3
52,No,Research & Development,4,Female,Manufacturing Director,4,Married,13826,3,No,80,31,9,8,0,0
37,No,Sales,4,Male,Sales Executive,3,Divorced,6334,4,No,80,9,1,0,0,0
28,No,Human Resources,2,Male,Human Resources,4,Divorced,4936,1,No,80,6,5,1,0,4
22,No,Research & Development,2,Male,Manufacturing Director,4,Married,4775,6,No,80,4,2,2,2,2
44,No,Research & Development,4,Male,Laboratory Technician,4,Married,2818,2,Yes,80,10,3,2,0,2
42,No,Research & Development,1,Male,Research Scientist,4,Single,2515,5,Yes,80,8,2,1,2,2
36,No,Human Resources,3,Male,Human Resources,1,Married,2342,0,No,80,6,5,4,0,3
25,No,Sales,1,Male,Sales Executive,1,Married,4194,1,Yes,80,5,5,3,0,3
35,No,Research & Development,3,Female,Manufacturing Director,3,Married,10685,1,Yes,80,17,17,14,5,15
35,Yes,Research & Development,4,Female,Research Scientist,2,Divorced,2022,1,Yes,80,10,10,2,7,8
32,No,Research & Development,3,Male,Laboratory Technician,4,Divorced,2314,0,No,80,4,3,0,0,2
25,No,Sales,1,Male,Sales Executive,1,Married,4256,1,No,80,5,5,2,0,3
49,No,Research & Development,3,Female,Research Scientist,1,Married,3580,2,No,80,7,4,2,0,2
24,No,Research & Development,1,Male,Laboratory Technician,4,Married,3162,0,No,80,6,5,2,3,4
32,No,Sales,2,Male,Sales Executive,2,Married,6524,1,No,80,10,10,8,5,3
38,No,Sales,3,Male,Sales Representative,2,Married,2899,0,No,80,3,2,2,1,2
42,No,Research & Development,3,Female,Laboratory Technician,4,Married,5231,2,Yes,80,17,5,3,1,3
31,No,Research & Development,4,Male,Research Scientist,4,Married,2356,3,Yes,80,8,6,4,0,2
29,Yes,Sales,3,Female,Sales Representative,3,Divorced,2800,6,Yes,80,5,3,2,0,2
53,No,Sales,3,Male,Sales Executive,4,Married,11836,5,No,80,28,2,0,2,2
35,No,Research & Development,3,Male,Manufacturing Director,2,Married,10903,3,No,80,16,13,10,4,8
37,No,Sales,2,Female,Sales Representative,4,Married,2973,5,No,80,10,5,4,0,0
53,No,Research & Development,4,Female,Research Director,4,Single,14275,6,No,80,33,12,9,3,8
43,No,Research & Development,3,Female,Healthcare Representative,4,Married,5562,4,No,80,12,5,2,2,2
47,No,Sales,2,Female,Sales Executive,4,Married,4537,0,Yes,80,8,7,6,7,7
37,No,Sales,2,Male,Sales Executive,2,Single,7642,1,Yes,80,10,10,0,0,9
50,No,Research & Development,4,Male,Manager,1,Divorced,17924,1,No,80,31,31,6,14,7
39,No,Human Resources,3,Female,Human Resources,4,Married,5204,8,No,80,13,5,4,0,4
33,No,Human Resources,2,Male,Human Resources,2,Divorced,2277,3,Yes,80,7,4,3,0,3
32,Yes,Research & Development,4,Male,Laboratory Technician,4,Single,2795,1,Yes,80,1,1,0,0,1
29,No,Research & Development,1,Female,Laboratory Technician,4,Divorced,2532,6,No,80,8,4,3,0,3
44,No,Research & Development,2,Male,Research Scientist,1,Married,2559,1,Yes,80,8,8,7,7,1
28,No,Sales,4,Male,Sales Executive,4,Single,4908,1,No,80,4,4,2,0,2
58,Yes,Research & Development,1,Male,Laboratory Technician,4,Divorced,2380,9,Yes,80,3,1,0,0,0
43,No,Research & Development,3,Female,Manufacturing Director,2,Divorced,4765,4,No,80,4,1,0,0,0
20,Yes,Sales,3,Female,Sales Representative,3,Single,2044,1,No,80,2,2,2,0,2
21,Yes,Research & Development,1,Female,Research Scientist,4,Single,2693,1,No,80,1,1,0,0,0
36,No,Research & Development,1,Male,Healthcare Representative,4,Married,6586,0,Yes,80,17,16,8,4,11
47,No,Sales,4,Female,Sales Representative,4,Single,3294,1,Yes,80,3,3,2,1,2
22,Yes,Research & Development,1,Female,Manufacturing Director,3,Married,4171,0,Yes,80,4,3,2,0,2
41,Yes,Research & Development,4,Female,Laboratory Technician,4,Divorced,2778,4,Yes,80,10,7,7,1,0
28,No,Research & Development,3,Female,Research Scientist,3,Divorced,2377,5,No,80,6,2,2,2,2
39,Yes,Research & Development,3,Male,Laboratory Technician,1,Married,2404,7,Yes,80,8,2,2,2,2
27,No,Research & Development,3,Female,Research Scientist,3,Single,2318,1,No,80,1,1,1,0,0
34,No,Research & Development,3,Male,Laboratory Technician,2,Divorced,2008,1,No,80,1,1,0,1,0
42,No,Sales,2,Female,Sales Executive,3,Single,6244,7,No,80,10,5,4,0,3
33,No,Research & Development,4,Male,Research Scientist,1,Single,2799,3,Yes,80,6,3,2,0,2
58,No,Research & Development,3,Female,Healthcare Representative,2,Divorced,10552,2,Yes,80,24,6,0,0,4
31,No,Sales,4,Male,Sales Representative,3,Married,2329,3,No,80,13,7,7,5,2
35,No,Research & Development,1,Female,Healthcare Representative,4,Married,4014,1,Yes,80,10,10,6,0,7
49,No,Research & Development,2,Female,Laboratory Technician,2,Married,7403,4,No,80,29,26,9,1,7
48,No,Research & Development,4,Male,Research Scientist,3,Married,2259,4,No,80,13,0,0,0,0
31,No,Sales,2,Female,Sales Executive,3,Married,6932,1,No,80,9,9,8,0,0
36,No,Research & Development,4,Male,Research Scientist,4,Single,4678,2,No,80,8,6,2,0,1
38,No,Research & Development,3,Female,Research Director,1,Married,13582,1,No,80,15,15,12,5,11
32,No,Research & Development,3,Female,Laboratory Technician,2,Married,2332,6,No,80,5,3,0,0,2
25,Yes,Sales,2,Male,Sales Representative,2,Married,2413,1,Yes,80,1,1,0,0,0
40,No,Sales,4,Male,Sales Executive,2,Divorced,9705,2,No,80,11,1,0,0,0
26,No,Sales,3,Male,Sales Executive,1,Single,4294,1,No,80,7,7,7,0,7
41,No,Research & Development,3,Male,Laboratory Technician,1,Single,4721,2,Yes,80,20,18,13,2,17
36,No,Research & Development,4,Male,Laboratory Technician,3,Single,2519,4,No,80,16,11,8,3,9
19,Yes,Sales,3,Male,Sales Representative,2,Single,2121,1,Yes,80,1,1,0,0,0
20,Yes,Research & Development,3,Male,Laboratory Technician,1,Single,2973,1,No,80,1,1,0,0,0
31,No,Research & Development,3,Female,Healthcare Representative,4,Married,5855,0,Yes,80,10,9,7,8,5
40,No,Research & Development,4,Male,Research Scientist,2,Divorced,3617,8,Yes,80,3,1,1,0,0
32,No,Research & Development,4,Female,Manufacturing Director,1,Married,6725,1,No,80,8,8,7,6,3
36,Yes,Sales,1,Male,Sales Executive,4,Married,10325,1,Yes,80,16,16,7,3,7
33,No,Research & Development,3,Female,Healthcare Representative,4,Single,6949,0,No,80,6,5,0,1,4
37,Yes,Sales,4,Male,Sales Executive,3,Married,10609,5,No,80,17,14,1,11,7
45,No,Research & Development,2,Male,Laboratory Technician,2,Married,4447,1,No,80,9,9,7,0,8
29,No,Sales,3,Female,Sales Representative,4,Married,2157,1,No,80,3,3,1,0,2
35,No,Sales,3,Female,Sales Executive,3,Married,4601,1,No,80,5,5,2,1,0
52,No,Research & Development,2,Male,Manager,4,Married,17099,2,No,80,26,9,8,7,8
58,Yes,Research & Development,3,Male,Research Scientist,3,Single,2479,4,No,80,7,1,0,0,0
53,No,Sales,2,Male,Manager,3,Divorced,14852,6,No,80,22,17,13,15,2
30,No,Sales,2,Male,Sales Executive,3,Divorced,7264,5,No,80,10,8,4,7,7
38,No,Sales,3,Female,Sales Executive,4,Single,5666,1,Yes,80,6,5,3,1,3
35,No,Sales,4,Male,Sales Executive,4,Divorced,7823,6,No,80,12,10,9,0,8
39,No,Sales,5,Male,Sales Executive,3,Single,7880,0,No,80,9,8,7,0,7
40,Yes,Sales,3,Female,Sales Executive,2,Single,13194,4,Yes,80,22,1,0,0,0
47,No,Research & Development,4,Male,Manufacturing Director,3,Divorced,5067,1,Yes,80,20,19,10,2,7
36,No,Sales,4,Male,Sales Executive,4,Divorced,5079,4,No,80,12,7,7,0,7
31,Yes,Research & Development,2,Male,Research Scientist,1,Single,2321,0,Yes,80,4,3,2,1,2
33,No,Sales,3,Male,Manager,3,Single,17444,1,No,80,10,10,8,6,0
29,Yes,Research & Development,3,Female,Research Scientist,1,Single,2404,6,Yes,80,3,0,0,0,0
33,No,Research & Development,1,Female,Research Scientist,4,Single,3452,3,No,80,5,3,2,0,2
45,No,Research & Development,4,Female,Laboratory Technician,4,Divorced,2270,3,No,80,8,5,3,0,2
50,No,Research & Development,2,Male,Research Director,4,Divorced,17399,9,No,80,32,5,4,1,3
33,No,Research & Development,4,Female,Healthcare Representative,2,Married,5488,1,Yes,80,6,6,5,1,2
41,No,Research & Development,3,Male,Research Director,3,Divorced,19419,2,No,80,21,18,16,0,11
27,No,Research & Development,4,Female,Laboratory Technician,2,Married,2811,9,No,80,4,2,2,2,2
45,No,Research & Development,2,Male,Laboratory Technician,1,Married,3633,1,Yes,80,9,9,8,0,8
47,No,Sales,2,Female,Sales Executive,4,Single,4163,1,Yes,80,9,9,0,0,7
30,Yes,Research & Development,3,Female,Research Scientist,3,Married,2132,4,Yes,80,7,5,2,0,1
50,No,Research & Development,3,Male,Manufacturing Director,3,Married,13973,3,Yes,80,22,12,11,1,5
38,No,Research & Development,1,Male,Research Scientist,3,Married,2684,0,No,80,3,2,1,0,2
46,No,Research & Development,2,Male,Manufacturing Director,3,Divorced,10845,6,No,80,13,8,7,0,7
24,No,Research & Development,1,Female,Manufacturing Director,3,Divorced,4377,1,No,80,5,4,2,3,2
35,Yes,Research & Development,4,Male,Laboratory Technician,2,Divorced,3743,1,Yes,80,5,4,2,0,2
31,No,Research & Development,1,Female,Manufacturing Director,1,Married,4148,1,No,80,4,4,3,0,3
18,No,Research & Development,2,Male,Research Scientist,4,Single,1051,1,No,80,0,0,0,0,0
54,No,Research & Development,3,Female,Manufacturing Director,3,Married,10739,8,No,80,22,10,7,0,8
35,No,Research & Development,4,Female,Healthcare Representative,3,Divorced,10388,1,Yes,80,16,16,10,10,1
30,No,Research & Development,2,Female,Research Director,1,Married,11416,0,Yes,80,9,8,7,1,7
20,Yes,Research & Development,3,Female,Research Scientist,1,Single,2600,1,Yes,80,1,1,0,0,0
30,Yes,Research & Development,3,Female,Laboratory Technician,2,Single,2422,0,No,80,4,3,2,1,2
26,No,Research & Development,2,Male,Manufacturing Director,4,Married,5472,1,No,80,8,8,7,1,3
22,No,Research & Development,1,Male,Laboratory Technician,1,Married,2451,1,No,80,4,4,3,1,1
48,No,Research & Development,3,Male,Healthcare Representative,3,Single,4240,2,No,80,19,2,2,2,2
48,No,Research & Development,4,Male,Healthcare Representative,3,Single,10999,7,No,80,27,15,11,4,8
41,No,Research & Development,2,Female,Manufacturing Director,3,Single,5003,6,No,80,8,2,2,2,1
39,No,Research & Development,1,Female,Manufacturing Director,4,Married,12742,1,No,80,21,21,6,11,8
27,No,Research & Development,4,Female,Manufacturing Director,4,Married,4227,0,No,80,4,3,2,2,2
35,No,Research & Development,3,Male,Laboratory Technician,4,Divorced,3917,1,No,80,3,3,2,1,2
42,No,Sales,2,Male,Manager,3,Married,18303,6,No,80,21,1,0,0,0
50,No,Research & Development,3,Male,Laboratory Technician,4,Married,2380,4,No,80,8,1,0,0,0
59,No,Research & Development,3,Female,Manufacturing Director,4,Single,13726,3,Yes,80,30,5,3,4,3
37,Yes,Research & Development,2,Female,Healthcare Representative,2,Married,4777,5,No,80,15,1,0,0,0
55,No,Research & Development,4,Male,Healthcare Representative,2,Married,6385,3,Yes,80,17,8,7,6,7
41,No,Research & Development,1,Female,Research Director,3,Divorced,19973,1,No,80,21,21,16,5,10
38,No,Sales,4,Male,Sales Executive,4,Single,6861,8,Yes,80,19,1,0,0,0
26,Yes,Sales,2,Male,Sales Executive,1,Single,4969,8,No,80,7,2,2,2,2
52,Yes,Sales,1,Female,Manager,4,Married,19845,1,No,80,33,32,14,6,9
44,No,Sales,3,Female,Sales Executive,4,Married,13320,3,Yes,80,23,12,11,11,11
50,No,Sales,3,Female,Sales Executive,3,Married,6347,0,No,80,19,18,7,0,13
36,Yes,Research & Development,4,Female,Laboratory Technician,1,Single,2743,1,No,80,18,17,13,15,14
39,No,Research & Development,3,Female,Manufacturing Director,1,Single,10880,1,Yes,80,21,21,6,2,8
33,No,Sales,1,Female,Sales Representative,4,Single,2342,0,No,80,3,2,2,2,2
45,No,Sales,2,Female,Manager,4,Married,17650,3,No,80,26,9,3,1,1
32,No,Research & Development,4,Female,Laboratory Technician,3,Single,4025,9,No,80,10,8,7,7,7
34,No,Sales,4,Male,Sales Executive,4,Divorced,9725,0,No,80,16,15,1,0,9
59,No,Sales,2,Male,Manager,4,Married,11904,3,Yes,80,14,6,4,0,4
45,No,Human Resources,4,Male,Human Resources,2,Single,2177,1,No,80,6,6,3,0,4
53,No,Sales,3,Female,Sales Executive,2,Married,7525,2,No,80,30,15,7,6,12
36,Yes,Research & Development,3,Male,Laboratory Technician,3,Divorced,4834,7,No,80,9,1,0,0,0
26,Yes,Research & Development,3,Male,Research Scientist,1,Married,2042,6,Yes,80,6,3,2,1,2
34,No,Sales,4,Female,Sales Representative,3,Married,2220,1,Yes,80,1,1,1,0,0
28,No,Sales,1,Male,Sales Representative,2,Married,1052,1,No,80,1,1,0,0,0
38,No,Research & Development,4,Male,Research Scientist,3,Married,2821,3,No,80,8,2,2,2,2
50,No,Research & Development,4,Male,Research Director,3,Married,19237,2,Yes,80,29,8,1,7,7
37,No,Research & Development,3,Female,Healthcare Representative,2,Single,4107,3,No,80,8,4,3,0,1
40,No,Sales,3,Male,Sales Executive,1,Married,8396,1,No,80,8,7,7,7,5
26,No,Research & Development,1,Female,Research Scientist,3,Divorced,2007,1,No,80,5,5,3,1,3
46,No,Research & Development,4,Male,Research Director,4,Divorced,19627,9,No,80,23,2,2,2,2
54,No,Sales,4,Female,Sales Executive,3,Married,10686,6,No,80,13,9,4,7,0
56,No,Research & Development,3,Female,Research Scientist,3,Married,2942,2,No,80,18,5,4,0,3
36,No,Research & Development,5,Female,Manufacturing Director,4,Single,8858,0,No,80,15,14,8,7,8
55,No,Research & Development,1,Male,Manager,1,Single,16756,7,No,80,31,9,7,6,2
43,No,Sales,3,Male,Sales Executive,4,Divorced,10798,5,No,80,18,1,0,0,0
20,Yes,Sales,3,Female,Sales Representative,4,Single,2323,1,Yes,80,2,2,2,0,2
21,Yes,Research & Development,3,Female,Laboratory Technician,1,Single,1416,1,No,80,1,1,0,1,0
46,No,Research & Development,4,Female,Research Scientist,1,Divorced,4615,8,Yes,80,19,16,13,1,7
51,Yes,Research & Development,4,Male,Research Scientist,3,Married,2461,9,Yes,80,18,10,0,2,7
28,Yes,Research & Development,2,Male,Healthcare Representative,1,Single,8722,1,No,80,10,10,7,1,9
26,No,Research & Development,2,Male,Laboratory Technician,1,Married,3955,1,No,80,6,5,3,1,3
30,No,Research & Development,3,Male,Manufacturing Director,1,Married,9957,0,No,80,7,6,2,0,2
41,No,Research & Development,2,Female,Research Scientist,3,Married,3376,1,No,80,10,10,6,0,8
38,No,Research & Development,1,Female,Healthcare Representative,3,Married,8823,0,No,80,20,19,9,1,9
40,No,Research & Development,4,Male,Healthcare Representative,4,Married,10322,4,No,80,14,11,10,11,1
27,No,Research & Development,5,Male,Laboratory Technician,3,Married,4621,1,No,80,3,3,2,1,2
55,No,Research & Development,1,Male,Manufacturing Director,2,Married,10976,3,No,80,23,3,2,1,2
28,No,Research & Development,3,Female,Research Scientist,3,Single,3660,3,No,80,10,8,7,1,7
44,Yes,Human Resources,2,Male,Human Resources,1,Married,10482,9,No,80,24,20,6,3,6
33,No,Research & Development,3,Male,Healthcare Representative,4,Divorced,7119,4,No,80,9,3,2,1,2
35,Yes,Sales,3,Male,Sales Executive,1,Single,9582,0,Yes,80,9,8,7,4,7
33,Yes,Research & Development,4,Female,Research Scientist,3,Single,4508,1,No,80,14,13,7,3,8
28,No,Research & Development,2,Male,Laboratory Technician,3,Divorced,2207,1,No,80,4,4,2,2,2
34,No,Research & Development,1,Male,Healthcare Representative,4,Single,7756,0,No,80,7,6,2,0,4
37,No,Sales,4,Female,Sales Executive,4,Divorced,6694,2,Yes,80,8,1,0,0,0
25,Yes,Research & Development,1,Male,Laboratory Technician,4,Married,3691,1,Yes,80,7,7,7,5,6
26,Yes,Research & Development,3,Male,Laboratory Technician,3,Divorced,2377,1,No,80,1,1,1,0,0
33,Yes,Research & Development,3,Male,Research Scientist,2,Single,2313,4,Yes,80,5,2,2,2,2
42,No,Research & Development,2,Male,Manager,1,Married,17665,0,No,80,23,22,6,13,7
28,Yes,Research & Development,3,Male,Laboratory Technician,2,Divorced,2596,1,No,80,1,1,0,0,0
50,Yes,Sales,4,Male,Sales Executive,3,Single,4728,3,Yes,80,5,0,0,0,0
33,No,Sales,3,Female,Sales Executive,2,Married,4302,0,No,80,4,3,2,0,2
34,No,Research & Development,4,Male,Research Scientist,4,Married,2979,3,No,80,6,0,0,0,0
48,No,Research & Development,4,Male,Manager,4,Single,16885,2,No,80,27,5,4,2,1
45,No,Sales,4,Female,Sales Executive,3,Married,5593,1,No,80,15,15,10,4,12
52,No,Research & Development,4,Male,Healthcare Representative,2,Single,10445,7,No,80,18,8,6,4,0
38,No,Sales,4,Male,Sales Executive,3,Divorced,8740,0,Yes,80,9,8,7,2,7
29,No,Research & Development,4,Female,Research Scientist,4,Divorced,2514,4,No,80,11,7,5,1,7
28,No,Research & Development,3,Female,Manufacturing Director,2,Divorced,7655,0,No,80,10,9,7,1,7
46,No,Sales,1,Male,Manager,3,Married,17465,3,No,80,23,12,9,4,9
38,No,Sales,2,Male,Sales Executive,2,Single,7351,7,No,80,10,1,0,0,0
43,No,Research & Development,3,Female,Manufacturing Director,1,Married,10820,8,No,80,18,8,7,0,1
39,Yes,Research & Development,3,Male,Healthcare Representative,4,Divorced,12169,7,No,80,21,18,7,11,5
40,No,Research & Development,3,Male,Research Director,3,Single,19626,1,No,80,21,20,7,4,9
21,No,Research & Development,1,Female,Research Scientist,2,Single,2070,1,Yes,80,2,2,2,2,2
39,No,Research & Development,3,Male,Laboratory Technician,2,Single,6782,9,No,80,9,5,4,0,3
36,No,Research & Development,4,Male,Manufacturing Director,4,Single,7779,2,No,80,18,11,9,0,9
31,No,Sales,3,Male,Sales Representative,4,Married,2791,0,No,80,3,2,2,2,2
28,No,Research & Development,1,Male,Research Scientist,2,Married,3201,0,No,80,6,5,3,0,4
35,No,Sales,2,Male,Sales Executive,4,Divorced,4968,1,No,80,5,5,2,0,2
49,No,Sales,4,Male,Sales Executive,2,Married,13120,6,No,80,22,9,8,2,3
34,No,Research & Development,2,Male,Manufacturing Director,3,Single,4033,2,No,80,5,3,2,0,2
29,No,Research & Development,3,Female,Research Scientist,2,Divorced,3291,0,No,80,8,7,5,1,1
42,No,Research & Development,3,Male,Laboratory Technician,4,Single,4272,4,No,80,16,1,0,0,0
29,No,Research & Development,1,Male,Manufacturing Director,4,Married,5056,1,Yes,80,10,10,7,1,2
38,No,Human Resources,3,Male,Human Resources,3,Married,2844,1,No,80,7,7,6,5,0
28,No,Research & Development,3,Male,Research Scientist,3,Divorced,2703,1,Yes,80,3,3,1,0,2
18,Yes,Research & Development,1,Male,Laboratory Technician,3,Single,1904,1,No,80,0,0,0,0,0
33,Yes,Sales,4,Female,Sales Executive,1,Single,8224,0,Yes,80,6,5,2,0,3
41,No,Research & Development,4,Male,Laboratory Technician,4,Married,4766,3,Yes,80,6,1,0,0,0
31,Yes,Research & Development,3,Male,Laboratory Technician,3,Married,2610,1,No,80,2,2,2,2,2
37,No,Research & Development,2,Female,Healthcare Representative,4,Divorced,5731,7,No,80,9,6,2,1,3
27,No,Research & Development,3,Male,Research Scientist,3,Married,2539,1,No,80,4,4,2,2,2
34,No,Sales,1,Female,Sales Executive,3,Married,5714,1,No,80,6,6,5,1,3
35,No,Human Resources,4,Male,Human Resources,3,Single,4323,1,No,80,6,5,4,1,4
29,Yes,Sales,1,Female,Sales Executive,1,Married,7336,1,No,80,11,11,8,3,10
40,No,Research & Development,4,Female,Research Director,3,Single,13499,9,No,80,20,18,7,2,13
42,Yes,Sales,3,Male,Sales Executive,1,Single,13758,0,Yes,80,22,21,9,13,14
42,No,Sales,4,Male,Sales Executive,1,Single,5155,7,No,80,9,6,4,1,5
35,No,Research & Development,4,Male,Laboratory Technician,3,Married,2258,6,No,80,10,8,0,1,7
24,No,Research & Development,3,Male,Laboratory Technician,2,Single,3597,8,No,80,6,4,3,1,2
28,Yes,Research & Development,1,Female,Laboratory Technician,4,Married,2515,1,Yes,80,1,1,1,0,0
26,No,Research & Development,4,Male,Laboratory Technician,4,Married,4420,1,No,80,8,8,7,0,7
30,No,Sales,3,Male,Sales Executive,3,Married,6578,1,No,80,10,10,3,1,4
40,No,Research & Development,2,Female,Research Scientist,4,Married,4422,3,Yes,80,16,1,1,0,0
35,No,Research & Development,3,Male,Manufacturing Director,2,Divorced,10274,2,No,80,15,7,7,6,4
34,No,Research & Development,3,Male,Healthcare Representative,1,Single,5343,0,No,80,14,13,9,4,9
35,No,Research & Development,4,Male,Laboratory Technician,4,Married,2376,1,No,80,2,2,2,2,2
43,Yes,Sales,3,Female,Sales Executive,3,Single,5346,8,No,80,7,4,3,1,3
32,No,Sales,1,Female,Sales Representative,1,Divorced,2827,1,No,80,1,1,0,0,0
56,No,Research & Development,4,Female,Manager,1,Divorced,19943,4,No,80,28,5,2,4,2
29,No,Research & Development,1,Female,Laboratory Technician,4,Married,3131,1,No,80,10,10,8,0,8
19,No,Research & Development,2,Male,Research Scientist,1,Single,2552,1,No,80,1,1,1,0,0
45,No,Research & Development,3,Female,Research Scientist,3,Married,4477,4,Yes,80,7,3,2,0,2
37,No,Research & Development,3,Female,Manufacturing Director,4,Married,6474,1,No,80,14,14,8,3,11
20,No,Research & Development,3,Male,Laboratory Technician,3,Single,3033,1,No,80,2,2,2,1,2
44,Yes,Research & Development,4,Male,Research Scientist,3,Single,2936,1,Yes,80,6,6,4,0,2
53,No,Research & Development,2,Female,Manager,3,Divorced,18606,3,No,80,26,7,7,4,7
29,No,Research & Development,1,Female,Research Scientist,4,Married,2168,0,Yes,80,6,5,4,1,3
22,Yes,Research & Development,4,Male,Research Scientist,4,Married,2853,0,Yes,80,1,0,0,0,0
46,No,Sales,3,Female,Manager,1,Married,17048,8,No,80,28,26,15,15,9
44,No,Research & Development,3,Male,Research Scientist,3,Single,2290,2,No,80,6,0,0,0,0
33,No,Human Resources,3,Male,Human Resources,3,Married,3600,1,No,80,5,5,4,1,4
41,Yes,Research & Development,2,Male,Research Scientist,1,Divorced,2107,6,No,80,5,1,0,0,0
30,No,Sales,4,Male,Sales Executive,1,Divorced,4115,8,No,80,8,4,3,0,3
40,No,Sales,4,Male,Sales Executive,2,Married,4327,5,No,80,5,0,0,0,0
50,No,Research & Development,3,Female,Manager,1,Married,17856,2,No,80,32,2,2,2,2
28,No,Research & Development,4,Male,Laboratory Technician,1,Married,3196,1,No,80,6,6,5,3,3
46,No,Research & Development,2,Male,Research Director,2,Married,19081,5,No,80,25,4,2,0,3
35,No,Sales,4,Male,Sales Executive,1,Married,8966,3,Yes,80,15,7,7,1,7
24,Yes,Research & Development,2,Female,Laboratory Technician,2,Married,2210,1,No,80,1,1,0,0,0
33,No,Sales,3,Female,Sales Executive,3,Married,4539,1,No,80,10,10,7,0,1
36,No,Research & Development,4,Male,Laboratory Technician,3,Divorced,2741,1,No,80,7,7,7,1,7
30,No,Research & Development,4,Male,Laboratory Technician,3,Divorced,3491,1,No,80,10,10,7,8,9
44,No,Research & Development,4,Male,Research Scientist,4,Single,4541,1,No,80,20,20,11,13,17
20,No,Sales,3,Male,Sales Representative,4,Single,2678,1,No,80,2,2,1,2,2
46,No,Research & Development,4,Male,Manufacturing Director,4,Divorced,7379,2,No,80,12,6,3,1,4
42,No,Human Resources,5,Male,Human Resources,1,Married,6272,7,No,80,10,4,3,0,3
60,No,Sales,4,Male,Sales Executive,4,Divorced,5220,0,Yes,80,12,11,7,1,9
